dealership,transfer_center,distance
37669,43681,358.0
37869,43681,357.0
37874,43681,1733.0
37916,43681,1718.0
39215,43681,747.0
41528,43681,294.0
41832,43681,314.0
41855,43681,313.0
43053,43681,1669.0
43151,43681,135.0
43553,43681,1729.0
43652,43681,0.0
45688,43681,211.0
46405,43681,198.0
47683,43681,315.0
50528,43681,573.0
52240,43681,416.0
53066,43681,276.0
53267,43681,247.0
55315,43681,557.0
55428,43681,551.0
56459,43681,630.0
56554,43681,717.0
56725,43681,744.0
57270,43681,748.0
57772,43681,967.0
57773,43681,1030.0
58566,43681,927.0
58620,43681,1035.0
60421,43681,241.0
60952,43681,1979.0
61616,43681,1862.0
61756,43681,1894.0
61845,43681,1896.0
62444,43681,325.0
63530,43681,488.0
63640,43681,458.0
64735,43681,592.0
65230,43681,515.0
65898,43681,609.0
66781,43681,673.0
67204,43681,787.0
67418,43681,788.0
67860,43681,1517.0
69135,43681,864.0
71315,43681,882.0
71984,43681,1960.0
72183,43681,682.0
72955,43681,727.0
75034,43681,940.0
76047,43681,1756.0
76327,43681,1701.0
77046,43681,1063.0
77250,43681,1546.0
77533,43681,1444.0
78430,43681,1687.0
79538,43681,1118.0
79903,43681,1439.0
79937,43681,1666.0
79942,43681,1436.0
81023,43681,1165.0
81057,43681,1058.0
81126,43681,1208.0
82054,43681,1079.0
82217,43681,1071.0
82922,43681,1369.0
84340,43681,1472.0
84636,43681,1664.0
84656,43681,1690.0
87059,43681,1316.0
88527,43681,1436.0
88533,43681,1436.0
89180,43681,1735.0
90590,43681,1771.0
90711,43681,1967.0
91521,43681,1955.0
91523,43681,1955.0
91776,43681,1947.0
91946,43681,1935.0
92033,43681,1925.0
93203,43681,1953.0
95009,43681,2058.0
95054,43681,2057.0
95664,43681,1977.0
97028,43681,1918.0
97403,43681,1994.0
98498,43681,1945.0
99013,43681,1699.0
99070,43681,1706.0
B2G,43681,1102.0
B2R,43681,1021.0
E3Z,43681,854.0
E4E,43681,936.0
E5V,43681,857.0
G0P,43681,655.0
G0Z,43681,641.0
G2G,43681,691.0
H2V,43681,558.0
H9B,43681,549.0
J1Z,43681,622.0
J8B,43681,549.0
J9Y,43681,496.0
K1A,43681,465.0
L4M,43681,267.0
L5C,43681,232.0
L6M,43681,223.0
L8L,43681,214.0
M1J,43681,257.0
M1N,43681,253.0
M5G,43681,247.0
N1R,43681,201.0
N2M,43681,192.0
N6A,43681,144.0
P6C,43681,338.0
R4K,43681,884.0
T3C,43681,1585.0
T3R,43681,1592.0
V0C,43681,2151.0
V3L,43681,1958.0
V3W,43681,1956.0
V7P,43681,1967.0
V8W,43681,1980.0
V8Z,43681,1981.0
V9G,43681,1999.0
01079,47654,839.0
04412,47654,1061.0
06016,47654,823.0
07423,47654,731.0
08504,47654,694.0
08740,47654,720.0
10977,47654,736.0
11769,47654,779.0
13482,47654,711.0
14067,47654,574.0
14530,47654,581.0
15240,47654,421.0
15930,47654,485.0
16863,47654,507.0
16933,47654,598.0
17726,47654,565.0
17944,47654,615.0
18425,47654,692.0
19126,47654,668.0
21918,47654,611.0
22610,47654,494.0
23430,47654,595.0
23850,47654,533.0
24570,47654,1301.0
24934,47654,409.0
25430,47654,1093.0
26764,47654,1069.0
30240,47654,384.0
31093,47654,442.0
31791,47654,505.0
33830,47654,1309.0
33880,47654,780.0
35582,47654,266.0
36304,47654,504.0
36525,47654,509.0
37202,47654,136.0
37669,47654,290.0
37869,47654,257.0
37874,47654,1417.0
37916,47654,1402.0
39215,47654,440.0
41528,47654,290.0
41832,47654,254.0
41855,47654,262.0
43053,47654,1355.0
43151,47654,234.0
43553,47654,1416.0
43652,47654,316.0
45688,47654,266.0
46405,47654,229.0
47683,47654,2.0
50528,47654,503.0
52240,47654,319.0
53066,47654,340.0
53267,47654,332.0
55315,47654,553.0
55428,47654,563.0
56459,47654,668.0
56554,47654,737.0
56725,47654,797.0
57270,47654,730.0
57772,47654,853.0
57773,47654,921.0
58566,47654,896.0
58620,47654,986.0
60421,47654,222.0
60952,47654,1663.0
61616,47654,1546.0
61756,47654,1578.0
61845,47654,1580.0
62444,47654,101.0
63530,47654,296.0
63640,47654,168.0
64735,47654,347.0
65230,47654,295.0
65898,47654,331.0
66781,47654,406.0
67204,47654,543.0
67418,47654,579.0
67860,47654,1201.0
69135,47654,731.0
71315,47654,568.0
71984,47654,1655.0
72183,47654,367.0
72955,47654,431.0
75034,47654,635.0
76047,47654,1440.0
76327,47654,1386.0
77046,47654,747.0
77250,47654,1285.0
77533,47654,1191.0
78430,47654,1371.0
79538,47654,818.0
79903,47654,1164.0
79937,47654,1352.0
79942,47654,1160.0
81023,47654,954.0
81057,47654,841.0
81126,47654,985.0
82054,47654,917.0
82217,47654,924.0
82922,47654,1245.0
84340,47654,1321.0
84636,47654,1396.0
84656,47654,1417.0
87059,47654,1070.0
88527,47654,1160.0
88533,47654,1160.0
89180,47654,1528.0
90590,47654,1460.0
90711,47654,1746.0
91521,47654,1738.0
91523,47654,1738.0
91776,47654,1728.0
91946,47654,1702.0
92033,47654,1696.0
93203,47654,1746.0
95009,47654,1878.0
95054,47654,1877.0
95664,47654,1808.0
97028,47654,1820.0
97403,47654,1883.0
98498,47654,1870.0
99013,47654,1384.0
99070,47654,1391.0
B2G,47654,1394.0
B2R,47654,1307.0
E3Z,47654,1160.0
E4E,47654,1232.0
E5V,47654,1149.0
G0P,47654,963.0
G0Z,47654,950.0
G2G,47654,1002.0
H2V,47654,867.0
H9B,47654,858.0
J1Z,47654,930.0
J8B,47654,861.0
J9Y,47654,802.0
K1A,47654,778.0
L4M,47654,584.0
L5C,47654,545.0
L6M,47654,536.0
L8L,47654,526.0
M1J,47654,570.0
M1N,47654,566.0
M5G,47654,560.0
N1R,47654,515.0
N2M,47654,507.0
N6A,47654,459.0
P6C,47654,593.0
R4K,47654,949.0
T3C,47654,1571.0
T3R,47654,1579.0
V0C,47654,2195.0
V3L,47654,1906.0
V3W,47654,1903.0
V7P,47654,1917.0
V8W,47654,1918.0
V8Z,47654,1920.0
V9G,47654,1944.0
01079,56352,1140.0
04412,56352,1264.0
06016,56352,1137.0
07423,56352,1086.0
08504,56352,1075.0
08740,56352,1117.0
10977,56352,1086.0
11769,56352,1140.0
13482,56352,991.0
14067,56352,818.0
14530,56352,856.0
15240,56352,828.0
15930,56352,892.0
16863,56352,882.0
16933,56352,923.0
17726,56352,925.0
17944,56352,993.0
18425,56352,1031.0
19126,56352,1066.0
21918,56352,1031.0
22610,56352,967.0
23430,56352,1114.0
23850,56352,1060.0
24570,56352,1821.0
24934,56352,916.0
25430,56352,1299.0
26764,56352,1278.0
30240,56352,1015.0
31093,56352,1079.0
31791,56352,1139.0
33830,56352,1413.0
33880,56352,1414.0
35582,56352,851.0
36304,56352,1124.0
36525,56352,1083.0
37202,56352,766.0
37669,56352,894.0
37869,56352,870.0
37874,56352,1714.0
37916,56352,1704.0
39215,56352,956.0
41528,56352,860.0
41832,56352,849.0
41855,56352,853.0
43053,56352,1714.0
43151,56352,706.0
43553,56352,1776.0
43652,56352,631.0
45688,56352,790.0
46405,56352,472.0
47683,56352,637.0
50528,56352,174.0
52240,56352,324.0
53066,56352,359.0
53267,56352,386.0
55315,56352,85.0
55428,56352,81.0
56459,56352,64.0
56554,56352,100.0
56725,56352,172.0
57270,56352,121.0
57772,56352,406.0
57773,56352,454.0
58566,56352,298.0
58620,56352,408.0
60421,56352,446.0
60952,56352,1960.0
61616,56352,1842.0
61756,56352,1872.0
61845,56352,1879.0
62444,56352,539.0
63530,56352,414.0
63640,56352,590.0
64735,56352,504.0
65230,56352,455.0
65898,56352,589.0
66781,56352,578.0
67204,56352,562.0
67418,56352,477.0
67860,56352,1464.0
69135,56352,359.0
71315,56352,1012.0
71984,56352,2062.0
72183,56352,776.0
72955,56352,697.0
75034,56352,871.0
76047,56352,1752.0
76327,56352,1714.0
77046,56352,1101.0
77250,56352,1837.0
77533,56352,1759.0
78430,56352,1658.0
79538,56352,980.0
79903,56352,1142.0
79937,56352,1693.0
79942,56352,1144.0
81023,56352,738.0
81057,56352,667.0
81126,56352,801.0
82054,56352,572.0
82217,56352,542.0
82922,56352,782.0
84340,56352,909.0
84636,56352,1320.0
84656,56352,1359.0
87059,56352,949.0
88527,56352,1144.0
88533,56352,1144.0
89180,56352,1241.0
90590,56352,1836.0
90711,56352,1484.0
91521,56352,1467.0
91523,56352,1467.0
91776,56352,1462.0
91946,56352,1478.0
92033,56352,1463.0
93203,56352,1447.0
95009,56352,1510.0
95054,56352,1507.0
95664,56352,1414.0
97028,56352,1298.0
97403,56352,1381.0
98498,56352,1318.0
99013,56352,1608.0
99070,56352,1619.0
B2G,56352,1574.0
B2R,56352,1514.0
E3Z,56352,1289.0
E4E,56352,1407.0
E5V,56352,1347.0
G0P,56352,1108.0
G0Z,56352,1086.0
G2G,56352,1117.0
H2V,56352,1023.0
H9B,56352,1014.0
J1Z,56352,1075.0
J8B,56352,994.0
J9Y,56352,762.0
K1A,56352,923.0
L4M,56352,744.0
L5C,56352,759.0
L6M,56352,756.0
L8L,56352,756.0
M1J,56352,776.0
M1N,56352,775.0
M5G,56352,770.0
N1R,56352,735.0
N2M,56352,720.0
N6A,56352,694.0
P6C,56352,504.0
R4K,56352,320.0
T3C,56352,958.0
T3R,56352,966.0
V0C,56352,1559.0
V3L,56352,1327.0
V3W,56352,1325.0
V7P,56352,1337.0
V8W,56352,1350.0
V8Z,56352,1351.0
V9G,56352,1369.0
01079,56516,2216.0
04412,56516,2467.0
06016,56516,2195.0
07423,56516,2093.0
08504,56516,2043.0
08740,56516,2047.0
10977,56516,2100.0
11769,56516,2123.0
13482,56516,2126.0
14067,56516,2030.0
14530,56516,2025.0
15240,56516,1838.0
15930,56516,1879.0
16863,56516,1917.0
16933,56516,2014.0
17726,56516,1967.0
17944,56516,1991.0
18425,56516,2075.0
19126,56516,2010.0
21918,56516,1952.0
22610,56516,1827.0
23430,56516,1817.0
23850,56516,1775.0
24570,56516,571.0
24934,56516,1743.0
25430,56516,590.0
26764,56516,603.0
30240,56516,1276.0
31093,56516,1319.0
31791,56516,1261.0
33830,56516,688.0
33880,56516,1239.0
35582,56516,1238.0
36304,56516,1176.0
36525,56516,1050.0
37202,56516,1386.0
37669,56516,1549.0
37869,56516,1521.0
37874,56516,187.0
37916,56516,181.0
39215,56516,1047.0
41528,56516,1615.0
41832,56516,1564.0
41855,56516,1573.0
43053,56516,124.0
43151,56516,1683.0
43553,56516,64.0
43652,56516,1793.0
45688,56516,1661.0
46405,56516,1683.0
47683,56516,1481.0
50528,56516,1665.0
52240,56516,1602.0
53066,56516,1752.0
53267,56516,1759.0
55315,56516,1779.0
55428,56516,1806.0
56459,56516,1895.0
56554,56516,1906.0
56725,56516,1993.0
57270,56516,1834.0
57772,56516,1663.0
57773,56516,1698.0
58566,56516,1886.0
58620,56516,1890.0
60421,56516,1655.0
60952,56516,235.0
61616,56516,177.0
61756,56516,190.0
61845,56516,183.0
62444,56516,1506.0
63530,56516,1473.0
63640,56516,1374.0
64735,56516,1353.0
65230,56516,1426.0
65898,56516,1281.0
66781,56516,1266.0
67204,56516,1276.0
67418,56516,1372.0
67860,56516,407.0
69135,56516,1584.0
71315,56516,912.0
71984,56516,268.0
72183,56516,1133.0
72955,56516,1155.0
75034,56516,963.0
76047,56516,137.0
76327,56516,133.0
77046,56516,751.0
77250,56516,710.0
77533,56516,780.0
78430,56516,236.0
79538,56516,875.0
79903,56516,978.0
79937,56516,142.0
79942,56516,968.0
81023,56516,1345.0
81057,56516,1317.0
81126,56516,1291.0
82054,56516,1532.0
82217,56516,1582.0
82922,56516,1778.0
84340,56516,1707.0
84636,56516,1062.0
84656,56516,1027.0
87059,56516,1175.0
88527,56516,968.0
88533,56516,968.0
89180,56516,1523.0
90590,56516,69.0
90711,56516,1553.0
91521,56516,1569.0
91523,56516,1569.0
91776,56516,1555.0
91946,56516,1451.0
92033,56516,1469.0
93203,56516,1634.0
95009,56516,1860.0
95054,56516,1865.0
95664,56516,1884.0
97028,56516,2217.0
97403,56516,2201.0
98498,56516,2337.0
99013,56516,389.0
99070,56516,377.0
B2G,56516,2776.0
B2R,56516,2681.0
E3Z,56516,2593.0
E4E,56516,2634.0
E5V,56516,2546.0
G0P,56516,2406.0
G0Z,56516,2398.0
G2G,56516,2452.0
H2V,56516,2315.0
H9B,56516,2307.0
J1Z,56516,2377.0
J8B,56516,2318.0
J9Y,56516,2281.0
K1A,56516,2238.0
L4M,56516,2057.0
L5C,56516,2013.0
L6M,56516,2003.0
L8L,56516,1992.0
M1J,56516,2036.0
M1N,56516,2032.0
M5G,56516,2026.0
N1R,56516,1984.0
N2M,56516,1979.0
N6A,56516,1932.0
P6C,56516,2053.0
R4K,56516,2112.0
T3C,56516,2342.0
T3R,56516,2354.0
V0C,56516,3016.0
V3L,56516,2454.0
V3W,56516,2448.0
V7P,56516,2465.0
V8W,56516,2427.0
V8Z,56516,2432.0
V9G,56516,2469.0
01079,58501,1430.0
04412,58501,1538.0
06016,58501,1427.0
07423,58501,1380.0
08504,58501,1370.0
08740,58501,1412.0
10977,58501,1379.0
11769,58501,1434.0
13482,58501,1281.0
14067,58501,1109.0
14530,58501,1148.0
15240,58501,1124.0
15930,58501,1188.0
16863,58501,1178.0
16933,58501,1217.0
17726,58501,1221.0
17944,58501,1288.0
18425,58501,1324.0
19126,58501,1361.0
21918,58501,1327.0
22610,58501,1261.0
23430,58501,1407.0
23850,58501,1352.0
24570,58501,1974.0
24934,58501,1209.0
25430,58501,1328.0
26764,58501,1311.0
30240,58501,1260.0
31093,58501,1332.0
31791,58501,1385.0
33830,58501,1386.0
33880,58501,1658.0
35582,58501,1079.0
36304,58501,1357.0
36525,58501,1292.0
37202,58501,1019.0
37669,58501,1173.0
37869,58501,1146.0
37874,58501,1759.0
37916,58501,1752.0
39215,58501,1148.0
41528,58501,1144.0
41832,58501,1129.0
41855,58501,1134.0
43053,58501,1789.0
43151,58501,995.0
43553,58501,1848.0
43652,58501,926.0
45688,58501,1078.0
46405,58501,760.0
47683,58501,900.0
50528,58501,397.0
52240,58501,582.0
53066,58501,652.0
53267,58501,680.0
55315,58501,371.0
55428,58501,375.0
56459,58501,310.0
56554,58501,223.0
56725,58501,252.0
57270,58501,178.0
57772,58501,258.0
57773,58501,260.0
58566,58501,16.0
58620,58501,120.0
60421,58501,730.0
60952,58501,1994.0
61616,58501,1881.0
61756,58501,1909.0
61845,58501,1917.0
62444,58501,800.0
63530,58501,633.0
63640,58501,817.0
64735,58501,681.0
65230,58501,661.0
65898,58501,765.0
66781,58501,727.0
67204,58501,650.0
67418,58501,544.0
67860,58501,1507.0
69135,58501,317.0
71315,58501,1171.0
71984,58501,2147.0
72183,58501,955.0
72955,58501,843.0
75034,58501,966.0
76047,58501,1802.0
76327,58501,1773.0
77046,58501,1214.0
77250,58501,2009.0
77533,58501,1942.0
78430,58501,1701.0
79538,58501,1026.0
79903,58501,1080.0
79937,58501,1760.0
79942,58501,1084.0
81023,58501,639.0
81057,58501,612.0
81126,58501,707.0
82054,58501,435.0
82217,58501,387.0
82922,58501,528.0
84340,58501,671.0
84636,58501,1216.0
84656,58501,1260.0
87059,58501,862.0
88527,58501,1084.0
88533,58501,1084.0
89180,58501,1042.0
90590,58501,1914.0
90711,58501,1283.0
91521,58501,1263.0
91523,58501,1263.0
91776,58501,1260.0
91946,58501,1294.0
92033,58501,1275.0
93203,58501,1231.0
95009,58501,1264.0
95054,58501,1260.0
95664,58501,1161.0
97028,58501,1007.0
97403,58501,1093.0
98498,58501,1023.0
99013,58501,1623.0
99070,58501,1636.0
B2G,58501,1837.0
B2R,58501,1783.0
E3Z,58501,1549.0
E4E,58501,1672.0
E5V,58501,1618.0
G0P,58501,1378.0
G0Z,58501,1355.0
G2G,58501,1381.0
H2V,58501,1297.0
H9B,58501,1289.0
J1Z,58501,1346.0
J8B,58501,1266.0
J9Y,58501,1015.0
K1A,58501,1200.0
L4M,58501,1031.0
L5C,58501,1050.0
L6M,58501,1047.0
L8L,58501,1048.0
M1J,58501,1065.0
M1N,58501,1065.0
M5G,58501,1060.0
N1R,58501,1028.0
N2M,58501,1012.0
N6A,58501,988.0
P6C,58501,777.0
R4K,58501,258.0
T3C,58501,672.0
T3R,58501,680.0
V0C,58501,1304.0
V3L,58501,1032.0
V3W,58501,1030.0
V7P,58501,1042.0
V8W,58501,1054.0
V8Z,58501,1055.0
V9G,58501,1073.0
01079,60436,815.0
04412,60436,1002.0
06016,60436,805.0
07423,60436,730.0
08504,60436,705.0
08740,60436,741.0
10977,60436,732.0
11769,60436,783.0
13482,60436,670.0
14067,60436,503.0
14530,60436,527.0
15240,60436,430.0
15930,60436,500.0
16863,60436,503.0
16933,60436,572.0
17726,60436,557.0
17944,60436,621.0
18425,60436,680.0
19126,60436,688.0
21918,60436,641.0
22610,60436,553.0
23430,60436,690.0
23850,60436,632.0
24570,60436,1518.0
24934,60436,490.0
25430,60436,1217.0
26764,60436,1193.0
30240,60436,609.0
31093,60436,660.0
31791,60436,727.0
33830,60436,1404.0
33880,60436,1000.0
35582,60436,486.0
36304,60436,731.0
36525,60436,732.0
37202,60436,363.0
37669,60436,454.0
37869,60436,432.0
37874,60436,1577.0
37916,60436,1563.0
39215,60436,645.0
41528,60436,420.0
41832,60436,409.0
41855,60436,413.0
43053,60436,1532.0
43151,60436,274.0
43553,60436,1594.0
43652,60436,244.0
45688,60436,354.0
46405,60436,47.0
47683,60436,226.0
50528,60436,344.0
52240,60436,173.0
53066,60436,113.0
53267,60436,108.0
55315,60436,357.0
55428,60436,360.0
56459,60436,460.0
56554,60436,537.0
56725,60436,586.0
57270,60436,547.0
57772,60436,733.0
57773,60436,798.0
58566,60436,723.0
58620,60436,824.0
60421,60436,6.0
60952,60436,1826.0
61616,60436,1707.0
61756,60436,1739.0
61845,60436,1743.0
62444,60436,156.0
63530,60436,251.0
63640,60436,283.0
64735,60436,366.0
65230,60436,285.0
65898,60436,403.0
66781,60436,455.0
67204,60436,553.0
67418,60436,546.0
67860,60436,1346.0
69135,60436,624.0
71315,60436,753.0
71984,60436,1848.0
72183,60436,524.0
72955,60436,531.0
75034,60436,747.0
76047,60436,1604.0
76327,60436,1554.0
77046,60436,908.0
77250,60436,1508.0
77533,60436,1416.0
78430,60436,1527.0
79538,60436,914.0
79903,60436,1211.0
79937,60436,1524.0
79942,60436,1209.0
81023,60436,922.0
81057,60436,815.0
81126,60436,966.0
82054,60436,837.0
82217,60436,831.0
82922,60436,1135.0
84340,60436,1233.0
84636,60436,1432.0
84656,60436,1459.0
87059,60436,1078.0
88527,60436,1209.0
88533,60436,1209.0
89180,60436,1491.0
90590,60436,1643.0
90711,60436,1723.0
91521,60436,1711.0
91523,60436,1711.0
91776,60436,1703.0
91946,60436,1692.0
92033,60436,1682.0
93203,60436,1708.0
95009,60436,1816.0
95054,60436,1814.0
95664,60436,1735.0
97028,60436,1694.0
97403,60436,1766.0
98498,60436,1730.0
99013,60436,1521.0
99070,60436,1529.0
B2G,60436,1334.0
B2R,60436,1256.0
E3Z,60436,1075.0
E4E,60436,1166.0
E5V,60436,1090.0
G0P,60436,876.0
G0Z,60436,859.0
G2G,60436,905.0
H2V,60436,779.0
H9B,60436,770.0
J1Z,60436,841.0
J8B,60436,764.0
J9Y,60436,640.0
K1A,60436,680.0
L4M,60436,474.0
L5C,60436,456.0
L6M,60436,449.0
L8L,60436,442.0
M1J,60436,480.0
M1N,60436,477.0
M5G,60436,470.0
N1R,60436,425.0
N2M,60436,412.0
N6A,60436,368.0
P6C,60436,396.0
R4K,60436,737.0
T3C,60436,1395.0
T3R,60436,1403.0
V0C,60436,1997.0
V3L,60436,1752.0
V3W,60436,1749.0
V7P,60436,1762.0
V8W,60436,1770.0
V8Z,60436,1771.0
V9G,60436,1792.0
01079,61757,2346.0
04412,61757,2594.0
06016,61757,2326.0
07423,61757,2224.0
08504,61757,2175.0
08740,61757,2182.0
10977,61757,2231.0
11769,61757,2257.0
13482,61757,2249.0
14067,61757,2142.0
14530,61757,2140.0
15240,61757,1957.0
15930,61757,2002.0
16863,61757,2038.0
16933,61757,2135.0
17726,61757,2090.0
17944,61757,2119.0
18425,61757,2203.0
19126,61757,2143.0
21918,61757,2083.0
22610,61757,1957.0
23430,61757,1958.0
23850,61757,1913.0
24570,61757,761.0
24934,61757,1870.0
25430,61757,583.0
26764,61757,601.0
30240,61757,1411.0
31093,61757,1462.0
31791,61757,1408.0
33830,61757,602.0
33880,61757,1408.0
35582,61757,1351.0
36304,61757,1320.0
36525,61757,1185.0
37202,61757,1497.0
37669,61757,1676.0
37869,61757,1646.0
37874,61757,164.0
37916,61757,178.0
39215,61757,1161.0
41528,61757,1739.0
41832,61757,1687.0
41855,61757,1696.0
43053,61757,268.0
43151,61757,1793.0
43553,61757,232.0
43652,61757,1895.0
45688,61757,1779.0
46405,61757,1770.0
47683,61757,1581.0
50528,61757,1711.0
52240,61757,1668.0
53066,61757,1828.0
53267,61757,1839.0
55315,61757,1827.0
55428,61757,1854.0
56459,61757,1937.0
56554,61757,1938.0
56725,61757,2026.0
57270,61757,1862.0
57772,61757,1664.0
57773,61757,1692.0
58566,61757,1895.0
58620,61757,1887.0
60421,61757,1738.0
60952,61757,86.0
61616,61757,33.0
61756,61757,2.0
61845,61757,10.0
62444,61757,1594.0
63530,61757,1538.0
63640,61757,1459.0
64735,61757,1415.0
65230,61757,1492.0
65898,61757,1350.0
66781,61757,1324.0
67204,61757,1312.0
67418,61757,1401.0
67860,61757,410.0
69135,61757,1597.0
71315,61757,1016.0
71984,61757,387.0
72183,61757,1220.0
72955,61757,1221.0
75034,61757,1015.0
76047,61757,141.0
76327,61757,202.0
77046,61757,834.0
77250,61757,900.0
77533,61757,969.0
78430,61757,217.0
79538,61757,895.0
79903,61757,917.0
79937,61757,245.0
79942,61757,909.0
81023,61757,1320.0
81057,61757,1309.0
81126,61757,1261.0
82054,61757,1518.0
82217,61757,1569.0
82922,61757,1734.0
84340,61757,1649.0
84636,61757,961.0
84656,61757,921.0
87059,61757,1130.0
88527,61757,909.0
88533,61757,909.0
89180,61757,1425.0
90590,61757,258.0
90711,61757,1429.0
91521,61757,1448.0
91523,61757,1448.0
91776,61757,1434.0
91946,61757,1327.0
92033,61757,1346.0
93203,61757,1517.0
95009,61757,1743.0
95054,61757,1748.0
95664,61757,1777.0
97028,61757,2134.0
97403,61757,2110.0
98498,61757,2259.0
99013,61757,303.0
99070,61757,290.0
B2G,61757,2910.0
B2R,61757,2816.0
E3Z,61757,2715.0
E4E,61757,2763.0
E5V,61757,2676.0
G0P,61757,2524.0
G0Z,61757,2514.0
G2G,61757,2568.0
H2V,61757,2431.0
H9B,61757,2423.0
J1Z,61757,2494.0
J8B,61757,2431.0
J9Y,61757,2374.0
K1A,61757,2350.0
L4M,61757,2162.0
L5C,61757,2120.0
L6M,61757,2111.0
L8L,61757,2100.0
M1J,61757,2144.0
M1N,61757,2141.0
M5G,61757,2134.0
N1R,61757,2091.0
N2M,61757,2084.0
N6A,61757,2037.0
P6C,61757,2135.0
R4K,61757,2136.0
T3C,61757,2303.0
T3R,61757,2314.0
V0C,61757,2965.0
V3L,61757,2382.0
V3W,61757,2376.0
V7P,61757,2393.0
V8W,61757,2351.0
V8Z,61757,2356.0
V9G,61757,2394.0
01079,65802,1163.0
04412,65802,1376.0
06016,65802,1149.0
07423,65802,1060.0
08504,65802,1023.0
08740,65802,1050.0
10977,65802,1064.0
11769,65802,1108.0
13482,65802,1029.0
14067,65802,879.0
14530,65802,893.0
15240,65802,748.0
15930,65802,813.0
16863,65802,833.0
16933,65802,920.0
17726,65802,890.0
17944,65802,944.0
18425,65802,1018.0
19126,65802,998.0
21918,65802,942.0
22610,65802,824.0
23430,65802,917.0
23850,65802,856.0
24570,65802,1233.0
24934,65802,738.0
25430,65802,814.0
26764,65802,790.0
30240,65802,547.0
31093,65802,631.0
31791,65802,665.0
33830,65802,1004.0
33880,65802,924.0
35582,65802,347.0
36304,65802,617.0
36525,65802,530.0
37202,65802,363.0
37669,65802,595.0
37869,65802,557.0
37874,65802,1186.0
37916,65802,1173.0
39215,65802,383.0
41528,65802,613.0
41832,65802,569.0
41855,65802,578.0
43053,65802,1158.0
43151,65802,559.0
43553,65802,1220.0
43652,65802,610.0
45688,65802,596.0
46405,65802,441.0
47683,65802,332.0
50528,65802,415.0
52240,65802,320.0
53066,65802,480.0
53267,65802,493.0
55315,65802,519.0
55428,65802,543.0
56459,65802,644.0
56554,65802,679.0
56725,65802,760.0
57270,65802,632.0
57772,65802,632.0
57773,65802,698.0
58566,65802,756.0
58620,65802,818.0
60421,65802,403.0
60952,65802,1436.0
61616,65802,1317.0
61756,65802,1348.0
61845,65802,1353.0
62444,65802,285.0
63530,65802,192.0
63640,65802,163.0
64735,65802,86.0
65230,65802,145.0
65898,65802,0.0
66781,65802,79.0
67204,65802,226.0
67418,65802,293.0
67860,65802,949.0
69135,65802,507.0
71315,65802,423.0
71984,65802,1492.0
72183,65802,191.0
72955,65802,130.0
75034,65802,344.0
76047,65802,1217.0
76327,65802,1171.0
77046,65802,531.0
77250,65802,1253.0
77533,65802,1180.0
78430,65802,1134.0
79538,65802,512.0
79903,65802,836.0
79937,65802,1144.0
79942,65802,832.0
81023,65802,641.0
81057,65802,528.0
81126,65802,664.0
82054,65802,645.0
82217,65802,664.0
82922,65802,988.0
84340,65802,1040.0
84636,65802,1066.0
84656,65802,1089.0
87059,65802,741.0
88527,65802,832.0
88533,65802,832.0
89180,65802,1209.0
90590,65802,1275.0
90711,65802,1422.0
91521,65802,1415.0
91523,65802,1415.0
91776,65802,1405.0
91946,65802,1375.0
92033,65802,1369.0
93203,65802,1426.0
95009,65802,1570.0
95054,65802,1569.0
95664,65802,1508.0
97028,65802,1569.0
97403,65802,1620.0
98498,65802,1635.0
99013,65802,1119.0
99070,65802,1128.0
B2G,65802,1710.0
B2R,65802,1626.0
E3Z,65802,1463.0
E4E,65802,1545.0
E5V,65802,1464.0
G0P,65802,1264.0
G0Z,65802,1249.0
G2G,65802,1297.0
H2V,65802,1167.0
H9B,65802,1158.0
J1Z,65802,1230.0
J8B,65802,1156.0
J9Y,65802,1043.0
K1A,65802,1071.0
L4M,65802,867.0
L5C,65802,840.0
L6M,65802,832.0
L8L,65802,823.0
M1J,65802,864.0
M1N,65802,861.0
M5G,65802,855.0
N1R,65802,808.0
N2M,65802,798.0
N6A,65802,750.0
P6C,65802,790.0
R4K,65802,902.0
T3C,65802,1399.0
T3R,65802,1409.0
V0C,65802,2062.0
V3L,65802,1690.0
V3W,65802,1687.0
V7P,65802,1702.0
V8W,65802,1694.0
V8Z,65802,1697.0
V9G,65802,1725.0
01079,67016,1360.0
04412,67016,1557.0
06016,67016,1347.0
07423,67016,1264.0
08504,67016,1231.0
08740,67016,1261.0
10977,67016,1267.0
11769,67016,1314.0
13482,67016,1219.0
14067,67016,1057.0
14530,67016,1078.0
15240,67016,952.0
15930,67016,1020.0
16863,67016,1034.0
16933,67016,1115.0
17726,67016,1091.0
17944,67016,1149.0
18425,67016,1218.0
19126,67016,1208.0
21918,67016,1154.0
22610,67016,1043.0
23430,67016,1145.0
23850,67016,1083.0
24570,67016,1339.0
24934,67016,959.0
25430,67016,746.0
26764,67016,725.0
30240,67016,776.0
31093,67016,862.0
31791,67016,890.0
33830,67016,882.0
33880,67016,1138.0
35582,67016,575.0
36304,67016,833.0
36525,67016,725.0
37202,67016,598.0
37669,67016,827.0
37869,67016,790.0
37874,67016,1160.0
37916,67016,1150.0
39215,67016,566.0
41528,67016,840.0
41832,67016,799.0
41855,67016,808.0
43053,67016,1167.0
43151,67016,766.0
43553,67016,1228.0
43652,67016,791.0
